FID IID FATHER_ID MOTHER_ID proband parental
21_250 21_250_0 NA NA -1.7491426 -2.222286
21_250 21_250_1 NA NA -1.1898422 -2.222286
21_251 21_251_0 NA NA -2.341975 -3.109601
21_251 21_251_1 NA NA -1.0100511 -3.109601
21_252 21_252_0 NA NA -0.31412494 0.42010278
21_252 21_252_1 NA NA 0.9758693 0.42010278
21_253 21_253_0 NA NA -1.0415807 -1.9040687
21_253 21_253_1 NA NA -1.5707972 -1.9040687
21_254 21_254_0 NA NA -1.5406553 -2.2065878
21_254 21_254_1 NA NA -2.0211813 -2.2065878
21_255 21_255_0 NA NA -0.9029321 -0.88373536
21_255 21_255_1 NA NA -0.052143693 -0.88373536
21_256 21_256_0 NA NA -0.3565557 -1.8116215
21_256 21_256_1 NA NA -1.4843727 -1.8116215
21_257 21_257_0 NA NA -1.133006 -2.6192486
21_257 21_257_1 NA NA -2.4950645 -2.6192486
21_258 21_258_0 NA NA 0.7182899 -0.6891454
21_258 21_258_1 NA NA -1.1742651 -0.6891454
21_259 21_259_0 NA NA -1.4652222 -1.9548951
21_259 21_259_1 NA NA -0.9197271 -1.9548951
21_260 21_260_0 NA NA -2.174617 -1.3419378
21_260 21_260_1 NA NA -0.19317295 -1.3419378
21_261 21_261_0 NA NA -1.2300696 -1.2251734
21_261 21_261_1 NA NA -0.8158378 -1.2251734
21_262 21_262_0 NA NA -2.7105546 -1.8662031
21_262 21_262_1 NA NA -0.088085085 -1.8662031
21_263 21_263_0 NA NA -0.39188692 -1.4410708
21_263 21_263_1 NA NA -0.72334313 -1.4410708
21_264 21_264_0 NA NA -2.151659 -2.1563072
21_264 21_264_1 NA NA -0.4263061 -2.1563072
21_265 21_265_0 NA NA -2.5240057 -2.8920631
21_265 21_265_1 NA NA -1.6609823 -2.8920631
21_266 21_266_0 NA NA 0.374115 -0.6458897
21_266 21_266_1 NA NA -0.8855036 -0.6458897
21_267 21_267_0 NA NA -0.5465437 -0.93710333
21_267 21_267_1 NA NA -0.20536697 -0.93710333
21_268 21_268_0 NA NA 1.2953036 1.155953
21_268 21_268_1 NA NA 0.8210124 1.155953
21_269 21_269_0 NA NA 0.12412601 -0.54026216
21_269 21_269_1 NA NA -0.479108 -0.54026216
21_270 21_270_0 NA NA -0.8789836 -0.30451772
21_270 21_270_1 NA NA 0.8148042 -0.30451772
21_271 21_271_0 NA NA -0.72756046 -1.3471475
21_271 21_271_1 NA NA -0.47285172 -1.3471475
21_272 21_272_0 NA NA 0.19036998 -0.66590613
21_272 21_272_1 NA NA -0.32397255 -0.66590613
21_273 21_273_0 NA NA -0.938664 -1.7743086
21_273 21_273_1 NA NA -1.2987086 -1.7743086
21_274 21_274_0 NA NA -2.5077105 -3.1626277
21_274 21_274_1 NA NA -2.2235548 -3.1626277
21_275 21_275_0 NA NA -1.2143252 -1.6199524
21_275 21_275_1 NA NA -0.9591484 -1.6199524
21_276 21_276_0 NA NA -0.8762623 -0.97889376
21_276 21_276_1 NA NA -0.4193849 -0.97889376
21_277 21_277_0 NA NA -0.7823101 -1.1690952
21_277 21_277_1 NA NA -0.3821917 -1.1690952
21_278 21_278_0 NA NA -1.6108518 -1.4875516
21_278 21_278_1 NA NA -0.4458927 -1.4875516
21_279 21_279_0 NA NA -1.9885772 -1.8160306
21_279 21_279_1 NA NA -0.016778175 -1.8160306
21_280 21_280_0 NA NA -0.5468941 0.3729273
21_280 21_280_1 NA NA 0.53187716 0.3729273
21_281 21_281_0 NA NA -0.2284655 -1.2585882
21_281 21_281_1 NA NA -1.5863634 -1.2585882
21_282 21_282_0 NA NA -0.8690957 -1.5273116
21_282 21_282_1 NA NA -0.5202033 -1.5273116
21_283 21_283_0 NA NA -1.0997843 -2.0038917
21_283 21_283_1 NA NA -0.8630437 -2.0038917
21_284 21_284_0 NA NA -0.12271838 0.5833443
21_284 21_284_1 NA NA 1.0803097 0.5833443
21_285 21_285_0 NA NA -4.0287385 -5.528366
21_285 21_285_1 NA NA -2.7245598 -5.528366
21_286 21_286_0 NA NA -0.76909584 -2.198518
21_286 21_286_1 NA NA -2.1931624 -2.198518
21_287 21_287_0 NA NA 0.05348889 -0.5742094
21_287 21_287_1 NA NA -0.020026105 -0.5742094
21_288 21_288_0 NA NA -3.032312 -4.3660707
21_288 21_288_1 NA NA -2.8443189 -4.3660707
21_289 21_289_0 NA NA -2.1033056 -1.5676599
21_289 21_289_1 NA NA 0.23572111 -1.5676599
21_290 21_290_0 NA NA -1.9377731 -2.9843333
21_290 21_290_1 NA NA -0.8397503 -2.9843333
21_291 21_291_0 NA NA -1.642178 -1.1045421
21_291 21_291_1 NA NA -0.19605035 -1.1045421
21_292 21_292_0 NA NA -1.4166042 -1.4558195
21_292 21_292_1 NA NA -0.93827105 -1.4558195
21_293 21_293_0 NA NA -0.016503138 -0.48719975
21_293 21_293_1 NA NA -0.8982741 -0.48719975
21_294 21_294_0 NA NA -2.253244 -3.1111352
21_294 21_294_1 NA NA -1.9160587 -3.1111352
21_295 21_295_0 NA NA -1.5067984 -2.4264572
21_295 21_295_1 NA NA -0.96042055 -2.4264572
21_296 21_296_0 NA NA -0.16367786 -0.8124579
21_296 21_296_1 NA NA -0.5595411 -0.8124579
21_297 21_297_0 NA NA -1.573614 -3.365219
21_297 21_297_1 NA NA -2.398228 -3.365219
21_298 21_298_0 NA NA -1.7831403 -2.6587093
21_298 21_298_1 NA NA -1.5017296 -2.6587093
21_299 21_299_0 NA NA -0.79202056 -0.90020037
21_299 21_299_1 NA NA -0.2674151 -0.90020037
21_300 21_300_0 NA NA 0.11332948 -1.1387823
21_300 21_300_1 NA NA -0.95591354 -1.1387823
21_301 21_301_0 NA NA -1.6363428 -2.6729484
21_301 21_301_1 NA NA -1.968439 -2.6729484
21_302 21_302_0 NA NA -2.3344843 -3.113422
21_302 21_302_1 NA NA -2.9267495 -3.113422
21_303 21_303_0 NA NA -2.2636712 -3.43487
21_303 21_303_1 NA NA -1.9426165 -3.43487
21_304 21_304_0 NA NA -0.72322166 -0.64265704
21_304 21_304_1 NA NA 0.8407709 -0.64265704
21_305 21_305_0 NA NA -0.13150458 -0.25447682
21_305 21_305_1 NA NA 0.1060866 -0.25447682
21_306 21_306_0 NA NA -0.5605114 -0.47785416
21_306 21_306_1 NA NA -0.33590782 -0.47785416
21_307 21_307_0 NA NA -0.11260201 -0.69922554
21_307 21_307_1 NA NA -1.2968588 -0.69922554
21_308 21_308_0 NA NA -0.88681996 -1.8309698
21_308 21_308_1 NA NA -0.8158606 -1.8309698
21_309 21_309_0 NA NA -0.8576334 -1.2862475
21_309 21_309_1 NA NA -1.0728121 -1.2862475
21_310 21_310_0 NA NA -1.2468187 -0.84555775
21_310 21_310_1 NA NA -0.119253926 -0.84555775
21_311 21_311_0 NA NA -0.6812403 -1.0492623
21_311 21_311_1 NA NA -1.5332978 -1.0492623
21_312 21_312_0 NA NA -0.13689536 -0.16049649
21_312 21_312_1 NA NA -0.77941 -0.16049649
21_313 21_313_0 NA NA -0.21002445 -2.1513176
21_313 21_313_1 NA NA -1.438823 -2.1513176
21_314 21_314_0 NA NA -0.82509273 -0.13454609
21_314 21_314_1 NA NA -0.89013 -0.13454609
21_315 21_315_0 NA NA -0.8816817 -0.43868512
21_315 21_315_1 NA NA 0.04092892 -0.43868512
21_316 21_316_0 NA NA -3.4126515 -3.2771301
21_316 21_316_1 NA NA -0.90766007 -3.2771301
21_317 21_317_0 NA NA 0.6726502 0.90015393
21_317 21_317_1 NA NA -0.055515856 0.90015393
21_318 21_318_0 NA NA 0.10794902 -0.77004564
21_318 21_318_1 NA NA -0.6049984 -0.77004564
21_319 21_319_0 NA NA -0.6331861 0.5925738
21_319 21_319_1 NA NA 1.1817523 0.5925738
21_320 21_320_0 NA NA -2.097691 -1.8652813
21_320 21_320_1 NA NA -0.34475836 -1.8652813
21_321 21_321_0 NA NA 0.53907937 0.81611526
21_321 21_321_1 NA NA 0.5911661 0.81611526
21_322 21_322_0 NA NA -0.6943494 -0.8301493
21_322 21_322_1 NA NA -0.95749295 -0.8301493
21_323 21_323_0 NA NA -1.9174107 -1.9483168
21_323 21_323_1 NA NA -1.2906961 -1.9483168
21_324 21_324_0 NA NA -0.61045367 -2.03909
21_324 21_324_1 NA NA -1.7185901 -2.03909
21_325 21_325_0 NA NA -0.40855557 -0.36614206
21_325 21_325_1 NA NA -0.19813368 -0.36614206
21_326 21_326_0 NA NA -0.99685776 -1.9825807
21_326 21_326_1 NA NA -1.1494287 -1.9825807
21_327 21_327_0 NA NA -0.061108924 0.4843414
21_327 21_327_1 NA NA 0.056026965 0.4843414
21_328 21_328_0 NA NA -0.39678913 -1.0538945
21_328 21_328_1 NA NA -0.90186626 -1.0538945
21_329 21_329_0 NA NA -1.1511226 -2.5625145
21_329 21_329_1 NA NA -1.226025 -2.5625145
21_330 21_330_0 NA NA -0.6212035 -1.0477749
21_330 21_330_1 NA NA -0.7800081 -1.0477749
21_331 21_331_0 NA NA -1.5505093 -1.140408
21_331 21_331_1 NA NA -0.50492215 -1.140408
21_332 21_332_0 NA NA -1.5375 -2.9874797
21_332 21_332_1 NA NA -2.1788096 -2.9874797
21_333 21_333_0 NA NA -0.8229553 -1.2687751
21_333 21_333_1 NA NA -1.01929 -1.2687751
21_334 21_334_0 NA NA -0.67093694 -1.9661682
21_334 21_334_1 NA NA -1.4669673 -1.9661682
21_335 21_335_0 NA NA -1.4402559 -2.3268166
21_335 21_335_1 NA NA -1.2125577 -2.3268166
21_336 21_336_0 NA NA -1.7828035 -3.1296496
21_336 21_336_1 NA NA -3.0795224 -3.1296496
21_337 21_337_0 NA NA 0.5713979 -0.22703844
21_337 21_337_1 NA NA -1.3124728 -0.22703844
21_338 21_338_0 NA NA -1.5653653 -1.8208499
21_338 21_338_1 NA NA -0.62765545 -1.8208499
21_339 21_339_0 NA NA -0.8749689 -1.4056412
21_339 21_339_1 NA NA -1.621237 -1.4056412
21_340 21_340_0 NA NA -1.3533812 -0.40194258
21_340 21_340_1 NA NA 0.27417064 -0.40194258
21_341 21_341_0 NA NA -1.197397 -2.6083798
21_341 21_341_1 NA NA -2.289786 -2.6083798
21_342 21_342_0 NA NA -0.4893102 -1.2959892
21_342 21_342_1 NA NA -0.97599274 -1.2959892
21_343 21_343_0 NA NA -0.14404546 0.19442105
21_343 21_343_1 NA NA 0.48133248 0.19442105
21_344 21_344_0 NA NA -1.9416858 -1.770354
21_344 21_344_1 NA NA -0.7091484 -1.770354
21_345 21_345_0 NA NA -3.183496 -4.323759
21_345 21_345_1 NA NA -2.7768435 -4.323759
21_346 21_346_0 NA NA -0.41476986 1.0517805
21_346 21_346_1 NA NA 1.6562854 1.0517805
21_347 21_347_0 NA NA -0.3049308 -1.7525165
21_347 21_347_1 NA NA -1.1092191 -1.7525165
21_348 21_348_0 NA NA -0.24683855 -1.5887506
21_348 21_348_1 NA NA -1.4169539 -1.5887506
21_349 21_349_0 NA NA -0.5723536 -0.6612141
21_349 21_349_1 NA NA 0.18033999 -0.6612141
21_350 21_350_0 NA NA 0.43782648 0.048756234
21_350 21_350_1 NA NA -0.6933197 0.048756234
21_351 21_351_0 NA NA -2.5202813 -2.3788688
21_351 21_351_1 NA NA -1.3126316 -2.3788688
21_352 21_352_0 NA NA -0.114349306 -0.41086814
21_352 21_352_1 NA NA -0.2063272 -0.41086814
21_353 21_353_0 NA NA -1.0491611 -2.0856144
21_353 21_353_1 NA NA -1.6600676 -2.0856144
21_354 21_354_0 NA NA -1.9381686 -2.5551405
21_354 21_354_1 NA NA -0.86126256 -2.5551405
21_355 21_355_0 NA NA -0.63442665 -1.0908669
21_355 21_355_1 NA NA -0.52461547 -1.0908669
21_356 21_356_0 NA NA 0.31198892 -0.08908818
21_356 21_356_1 NA NA 0.6181985 -0.08908818
21_357 21_357_0 NA NA -1.5199279 -2.2338161
21_357 21_357_1 NA NA -1.0377297 -2.2338161
21_358 21_358_0 NA NA -0.77450836 -0.66046125
21_358 21_358_1 NA NA -0.866501 -0.66046125
21_359 21_359_0 NA NA 0.5402732 0.61100024
21_359 21_359_1 NA NA 0.6067332 0.61100024
21_360 21_360_0 NA NA 0.74819887 1.3768519
21_360 21_360_1 NA NA 0.62663454 1.3768519
21_361 21_361_0 NA NA 0.25298572 0.32649556
21_361 21_361_1 NA NA 0.33107692 0.32649556
21_362 21_362_0 NA NA -0.29120797 -1.0110029
21_362 21_362_1 NA NA -0.87152374 -1.0110029
21_363 21_363_0 NA NA -1.0891814 -1.1523916
21_363 21_363_1 NA NA -0.8745529 -1.1523916
21_364 21_364_0 NA NA -0.7729953 -2.4897075
21_364 21_364_1 NA NA -2.148084 -2.4897075
21_365 21_365_0 NA NA -2.2878003 -3.49482
21_365 21_365_1 NA NA -1.8065321 -3.49482
21_366 21_366_0 NA NA -0.6471375 -1.6012828
21_366 21_366_1 NA NA -1.1241271 -1.6012828
21_367 21_367_0 NA NA -1.3173155 -2.6379187
21_367 21_367_1 NA NA -1.3208833 -2.6379187
21_368 21_368_0 NA NA 0.43143067 0.25967953
21_368 21_368_1 NA NA 0.15544516 0.25967953
21_369 21_369_0 NA NA -2.2761703 -3.8516822
21_369 21_369_1 NA NA -2.4667926 -3.8516822
21_370 21_370_0 NA NA 0.23632091 0.023636485
21_370 21_370_1 NA NA -0.95959955 0.023636485
21_371 21_371_0 NA NA -0.48486727 -1.8036499
21_371 21_371_1 NA NA -0.94411635 -1.8036499
21_372 21_372_0 NA NA -0.9307446 -0.73637366
21_372 21_372_1 NA NA -0.15528736 -0.73637366
21_373 21_373_0 NA NA -1.7781118 -2.3503113
21_373 21_373_1 NA NA -1.4663429 -2.3503113
21_374 21_374_0 NA NA -1.4232448 -1.6445482
21_374 21_374_1 NA NA -0.33672184 -1.6445482
21_375 21_375_0 NA NA -1.9712892 -2.7701936
21_375 21_375_1 NA NA -1.3217922 -2.7701936
21_376 21_376_0 NA NA -2.4486835 -3.33797
21_376 21_376_1 NA NA -1.8014205 -3.33797
21_377 21_377_0 NA NA 0.0016957468 0.39851835
21_377 21_377_1 NA NA 1.0498353 0.39851835
21_378 21_378_0 NA NA -0.905796 -2.2721446
21_378 21_378_1 NA NA -2.1574354 -2.2721446
21_379 21_379_0 NA NA -1.1522259 -2.6119833
21_379 21_379_1 NA NA -1.6319016 -2.6119833
21_380 21_380_0 NA NA -0.040233195 0.1885858
21_380 21_380_1 NA NA 0.56621337 0.1885858
21_381 21_381_0 NA NA -1.4493916 -1.6517155
21_381 21_381_1 NA NA -0.7101759 -1.6517155
21_382 21_382_0 NA NA -1.7498423 -1.4250447
21_382 21_382_1 NA NA -0.4512443 -1.4250447
21_383 21_383_0 NA NA -0.48024893 -2.0055451
21_383 21_383_1 NA NA -2.2248664 -2.0055451
21_384 21_384_0 NA NA -1.776542 -2.5633178
21_384 21_384_1 NA NA -1.2370273 -2.5633178
21_385 21_385_0 NA NA -1.1841877 -0.94560736
21_385 21_385_1 NA NA -0.52174455 -0.94560736
21_386 21_386_0 NA NA -1.2732334 -1.3095591
21_386 21_386_1 NA NA -0.9098117 -1.3095591
21_387 21_387_0 NA NA -0.48044926 -1.858585
21_387 21_387_1 NA NA -1.4427539 -1.858585
21_388 21_388_0 NA NA -2.460997 -2.973749
21_388 21_388_1 NA NA -1.3529073 -2.973749
21_389 21_389_0 NA NA -0.8917247 -2.3912385
21_389 21_389_1 NA NA -2.4241576 -2.3912385
21_390 21_390_0 NA NA -0.5656519 0.36107093
21_390 21_390_1 NA NA 0.9442222 0.36107093
21_391 21_391_0 NA NA -1.5257183 -3.538206
21_391 21_391_1 NA NA -2.4353695 -3.538206
21_392 21_392_0 NA NA -1.1504464 -1.7006617
21_392 21_392_1 NA NA -0.7524527 -1.7006617
21_393 21_393_0 NA NA -0.81878203 -1.2736932
21_393 21_393_1 NA NA -0.16167113 -1.2736932
21_394 21_394_0 NA NA -2.0423245 -2.543192
21_394 21_394_1 NA NA -2.0510316 -2.543192
21_395 21_395_0 NA NA 0.66714466 0.8515516
21_395 21_395_1 NA NA -0.20527694 0.8515516
21_396 21_396_0 NA NA -0.33220372 -1.3412943
21_396 21_396_1 NA NA -1.4879509 -1.3412943
21_397 21_397_0 NA NA -1.5801113 -3.7168276
21_397 21_397_1 NA NA -2.6440277 -3.7168276
21_398 21_398_0 NA NA -2.3062143 -2.366782
21_398 21_398_1 NA NA -1.1259112 -2.366782
21_399 21_399_0 NA NA -0.12454087 -0.5700766
21_399 21_399_1 NA NA -0.71152604 -0.5700766
21_400 21_400_0 NA NA -1.9423108 -3.258991
21_400 21_400_1 NA NA -2.0575764 -3.258991
21_401 21_401_0 NA NA -1.1133163 -2.361259
21_401 21_401_1 NA NA -1.9387479 -2.361259
21_402 21_402_0 NA NA -2.30311 -3.3114638
21_402 21_402_1 NA NA -2.1445527 -3.3114638
21_403 21_403_0 NA NA -1.5974262 -1.6897916
21_403 21_403_1 NA NA -1.0611217 -1.6897916
21_404 21_404_0 NA NA -0.2684804 -0.27071872
21_404 21_404_1 NA NA 0.72771233 -0.27071872
21_405 21_405_0 NA NA -1.4759727 -0.9497675
21_405 21_405_1 NA NA -0.17600216 -0.9497675
21_406 21_406_0 NA NA -2.4930806 -3.377278
21_406 21_406_1 NA NA -1.9167898 -3.377278
21_407 21_407_0 NA NA -2.1394773 -2.2336085
21_407 21_407_1 NA NA -1.6287221 -2.2336085
21_408 21_408_0 NA NA 0.75887746 0.16145578
21_408 21_408_1 NA NA -0.12175151 0.16145578
21_409 21_409_0 NA NA -0.8661793 0.08646728
21_409 21_409_1 NA NA -0.32382023 0.08646728
21_410 21_410_0 NA NA -0.2764174 -0.62178135
21_410 21_410_1 NA NA -0.15060855 -0.62178135
21_411 21_411_0 NA NA -1.236257 -1.1579963
21_411 21_411_1 NA NA 0.00052603916 -1.1579963
21_412 21_412_0 NA NA -1.5461171 -2.6397421
21_412 21_412_1 NA NA -1.6808898 -2.6397421
21_413 21_413_0 NA NA -0.27487442 -0.8337362
21_413 21_413_1 NA NA -0.81774276 -0.8337362
21_414 21_414_0 NA NA -0.0009338812 -1.5513109
21_414 21_414_1 NA NA -0.7983971 -1.5513109
21_415 21_415_0 NA NA 0.37099856 -0.016883288
21_415 21_415_1 NA NA -1.047426 -0.016883288
21_416 21_416_0 NA NA -2.7368026 -4.370205
21_416 21_416_1 NA NA -2.86039 -4.370205
21_417 21_417_0 NA NA -0.64282537 -1.5799905
21_417 21_417_1 NA NA -2.0347548 -1.5799905
21_418 21_418_0 NA NA -1.1689696 -2.841473
21_418 21_418_1 NA NA -1.1716605 -2.841473
21_419 21_419_0 NA NA 0.30192068 -0.014313501
21_419 21_419_1 NA NA -0.10248153 -0.014313501
21_420 21_420_0 NA NA 1.3608737 0.69707286
21_420 21_420_1 NA NA -0.4570243 0.69707286
21_421 21_421_0 NA NA -0.3732229 -0.7958852
21_421 21_421_1 NA NA -1.2329786 -0.7958852
21_422 21_422_0 NA NA -3.2755258 -3.758495
21_422 21_422_1 NA NA -1.7516533 -3.758495
21_423 21_423_0 NA NA -1.2292762 -1.8297043
21_423 21_423_1 NA NA -1.5039026 -1.8297043
21_424 21_424_0 NA NA -2.954063 -3.1544054
21_424 21_424_1 NA NA -1.4046874 -3.1544054
21_425 21_425_0 NA NA -1.3079252 -1.6345584
21_425 21_425_1 NA NA -1.4208515 -1.6345584
21_426 21_426_0 NA NA -0.3980645 -1.4063134
21_426 21_426_1 NA NA -1.9862847 -1.4063134
21_427 21_427_0 NA NA -0.7041985 -1.5277075
21_427 21_427_1 NA NA -0.41303256 -1.5277075
21_428 21_428_0 NA NA -1.2238723 -2.142593
21_428 21_428_1 NA NA -1.6054857 -2.142593
21_429 21_429_0 NA NA -0.38660315 -1.991418
21_429 21_429_1 NA NA -1.8310988 -1.991418
21_430 21_430_0 NA NA 1.0349809 1.3513379
21_430 21_430_1 NA NA 0.63887846 1.3513379
21_431 21_431_0 NA NA -1.2363703 -2.0564072
21_431 21_431_1 NA NA -0.9943119 -2.0564072
21_432 21_432_0 NA NA -0.47893915 -3.1209648
21_432 21_432_1 NA NA -3.953834 -3.1209648
21_433 21_433_0 NA NA -2.0057402 -2.486349
21_433 21_433_1 NA NA -0.90864545 -2.486349
21_434 21_434_0 NA NA -4.22926 -5.2084885
21_434 21_434_1 NA NA -3.024394 -5.2084885
21_435 21_435_0 NA NA -2.0946262 -1.3327061
21_435 21_435_1 NA NA -0.5165227 -1.3327061
21_436 21_436_0 NA NA -0.8535634 -0.73559487
21_436 21_436_1 NA NA -0.19955702 -0.73559487
21_437 21_437_0 NA NA -3.808804 -5.457721
21_437 21_437_1 NA NA -3.15829 -5.457721
21_438 21_438_0 NA NA -0.81395596 -1.0990636
21_438 21_438_1 NA NA -0.09112527 -1.0990636
21_439 21_439_0 NA NA -0.9533823 -0.9341665
21_439 21_439_1 NA NA -0.590882 -0.9341665
21_440 21_440_0 NA NA -2.8190398 -3.9075708
21_440 21_440_1 NA NA -2.7379937 -3.9075708
21_441 21_441_0 NA NA -2.0138652 -2.5976532
21_441 21_441_1 NA NA -1.7868224 -2.5976532
21_442 21_442_0 NA NA -1.2538108 -3.4986167
21_442 21_442_1 NA NA -3.0235841 -3.4986167
21_443 21_443_0 NA NA -0.2321556 -2.0223079
21_443 21_443_1 NA NA -1.4171772 -2.0223079
21_444 21_444_0 NA NA -2.0054796 -3.078235
21_444 21_444_1 NA NA -1.6688043 -3.078235
21_445 21_445_0 NA NA 1.0171597 1.0029736
21_445 21_445_1 NA NA 0.68890506 1.0029736
21_446 21_446_0 NA NA -1.718818 -4.02813
21_446 21_446_1 NA NA -3.5231292 -4.02813
21_447 21_447_0 NA NA -2.948155 -3.3728466
21_447 21_447_1 NA NA -1.4013145 -3.3728466
21_448 21_448_0 NA NA -1.5020074 -2.7799215
21_448 21_448_1 NA NA -1.0186193 -2.7799215
21_449 21_449_0 NA NA -0.69503754 -0.36620104
21_449 21_449_1 NA NA -0.3680672 -0.36620104
21_450 21_450_0 NA NA -1.2268939 -1.4760572
21_450 21_450_1 NA NA -1.1952498 -1.4760572
21_451 21_451_0 NA NA -1.8498337 -1.3357055
21_451 21_451_1 NA NA 0.17781831 -1.3357055
21_452 21_452_0 NA NA -0.91332245 -2.4084804
21_452 21_452_1 NA NA -1.748758 -2.4084804
21_453 21_453_0 NA NA -0.8314173 -1.8522875
21_453 21_453_1 NA NA -2.026986 -1.8522875
21_454 21_454_0 NA NA -0.4251294 -0.7240647
21_454 21_454_1 NA NA -0.65043336 -0.7240647
21_455 21_455_0 NA NA -2.3670363 -1.8202764
21_455 21_455_1 NA NA -0.012874673 -1.8202764
21_456 21_456_0 NA NA -1.7332722 -2.5336592
21_456 21_456_1 NA NA -1.6679022 -2.5336592
21_457 21_457_0 NA NA -2.0845463 -2.315824
21_457 21_457_1 NA NA -1.1277977 -2.315824
21_458 21_458_0 NA NA -1.6396291 -3.2101111
21_458 21_458_1 NA NA -3.0506876 -3.2101111
21_459 21_459_0 NA NA 1.2200713 1.690158
21_459 21_459_1 NA NA 1.1458533 1.690158
21_460 21_460_0 NA NA 0.019780297 0.18583544
21_460 21_460_1 NA NA 0.14552413 0.18583544
21_461 21_461_0 NA NA -2.0610464 -1.8630997
21_461 21_461_1 NA NA -0.28680328 -1.8630997
21_462 21_462_0 NA NA -2.0883272 -2.8113694
21_462 21_462_1 NA NA -1.8867743 -2.8113694
21_463 21_463_0 NA NA -0.6770158 -0.807949
21_463 21_463_1 NA NA -0.38079122 -0.807949
21_464 21_464_0 NA NA -2.1968508 -3.3653324
21_464 21_464_1 NA NA -2.0228183 -3.3653324
21_465 21_465_0 NA NA -1.8251042 -2.6889617
21_465 21_465_1 NA NA -1.4200598 -2.6889617
21_466 21_466_0 NA NA -1.8285038 -3.4408147
21_466 21_466_1 NA NA -2.0852144 -3.4408147
21_467 21_467_0 NA NA -2.2619643 -3.2032394
21_467 21_467_1 NA NA -2.0765617 -3.2032394
21_468 21_468_0 NA NA -0.47563592 -1.7046435
21_468 21_468_1 NA NA -0.8683766 -1.7046435
21_469 21_469_0 NA NA -0.41846535 -1.629182
21_469 21_469_1 NA NA -1.4583967 -1.629182
21_470 21_470_0 NA NA -0.39796945 -0.98809665
21_470 21_470_1 NA NA -0.5276613 -0.98809665
21_471 21_471_0 NA NA -0.87049955 -2.0321946
21_471 21_471_1 NA NA -1.9947797 -2.0321946
21_472 21_472_0 NA NA -0.18928392 -0.6724322
21_472 21_472_1 NA NA -0.473536 -0.6724322
21_473 21_473_0 NA NA -1.2657912 -2.481761
21_473 21_473_1 NA NA -1.8515664 -2.481761
21_474 21_474_0 NA NA 0.21038607 -0.38473314
21_474 21_474_1 NA NA -0.8427587 -0.38473314
21_475 21_475_0 NA NA -0.53195685 -0.62723106
21_475 21_475_1 NA NA -0.66753167 -0.62723106
21_476 21_476_0 NA NA -0.5451739 -0.41400456
21_476 21_476_1 NA NA 0.48674458 -0.41400456
21_477 21_477_0 NA NA -2.2860005 -3.1712174
21_477 21_477_1 NA NA -1.949668 -3.1712174
21_478 21_478_0 NA NA -0.19475895 0.31444526
21_478 21_478_1 NA NA 0.32068345 0.31444526
21_479 21_479_0 NA NA -1.199792 -1.5036881
21_479 21_479_1 NA NA -0.5736771 -1.5036881
21_480 21_480_0 NA NA -1.9371521 -2.733385
21_480 21_480_1 NA NA -1.3265291 -2.733385
21_481 21_481_0 NA NA -1.3183439 -2.2510874
21_481 21_481_1 NA NA -1.0317562 -2.2510874
21_482 21_482_0 NA NA -0.543567 -1.2504965
21_482 21_482_1 NA NA -0.8381077 -1.2504965
21_483 21_483_0 NA NA -1.4959165 -1.6255105
21_483 21_483_1 NA NA -1.5816475 -1.6255105
21_484 21_484_0 NA NA -1.5076559 -2.0142858
21_484 21_484_1 NA NA -0.8788415 -2.0142858
21_485 21_485_0 NA NA -1.3825691 -2.266667
21_485 21_485_1 NA NA -0.9577953 -2.266667
21_486 21_486_0 NA NA -0.06705382 0.24074681
21_486 21_486_1 NA NA -0.35741255 0.24074681
21_487 21_487_0 NA NA -1.3126715 -1.4933571
21_487 21_487_1 NA NA -0.46376774 -1.4933571
21_488 21_488_0 NA NA -2.826449 -4.0120792
21_488 21_488_1 NA NA -1.8137816 -4.0120792
21_489 21_489_0 NA NA -2.7020125 -3.4941354
21_489 21_489_1 NA NA -2.1302884 -3.4941354
21_490 21_490_0 NA NA -1.4969364 -2.8201447
21_490 21_490_1 NA NA -2.3622315 -2.8201447
21_491 21_491_0 NA NA -2.5167563 -1.8397045
21_491 21_491_1 NA NA 0.09898583 -1.8397045
21_492 21_492_0 NA NA -2.6270897 -3.9089587
21_492 21_492_1 NA NA -2.1325762 -3.9089587
21_493 21_493_0 NA NA -1.9385536 -2.8064187
21_493 21_493_1 NA NA -1.7243078 -2.8064187
21_494 21_494_0 NA NA -1.1316023 -1.9570029
21_494 21_494_1 NA NA -1.6095753 -1.9570029
21_495 21_495_0 NA NA 0.35694256 -0.965759
21_495 21_495_1 NA NA -1.5818491 -0.965759
21_496 21_496_0 NA NA -0.70326835 -2.730584
21_496 21_496_1 NA NA -2.0997126 -2.730584
21_497 21_497_0 NA NA 0.40855712 0.4813913
21_497 21_497_1 NA NA -0.22750236 0.4813913
21_498 21_498_0 NA NA -1.2590103 -1.3095329
21_498 21_498_1 NA NA -0.45578536 -1.3095329
21_499 21_499_0 NA NA -2.8998878 -3.5951395
21_499 21_499_1 NA NA -2.661698 -3.5951395
21_500 21_500_0 NA NA -2.6509187 -3.4715655
21_500 21_500_1 NA NA -1.825398 -3.4715655
21_501 21_501_0 NA NA -1.2185507 -3.927344
21_501 21_501_1 NA NA -4.0477943 -3.927344
21_502 21_502_0 NA NA -1.5904766 -2.7688332
